Nodo,Distancia_Promedio,Caminos_Validos
MAMBOUR2025100185,0.0,1
MAMIDI2026112756,0.0,1
MAMUN20251342,0.0,1
MAN2024121869,0.0,1
MANCHEL2024111322,0.0,1
MANDON2025100136,0.0,1
MANJUNATHACHAR2024100689,0.0,1
MANJUNATHACHAR2025105466,0.0,1
MANNEWITZ2024102116,0.0,1
MAO2025102756,0.0,1
MARABELLI2025101921,0.0,1
MARGELLI2025445,0.0,1
MARIANI2024114542,0.0,1
MARINO20241490,0.48,3
MARKOVITCH2024103847,0.0,1
MARQUES2025101061,0.0,1
MARRIOTT2024100938,0.0,1
MARTEL2023101710,0.0,1
MARTIKAINEN2025,0.0,1
MARTIN2024100265,0.0,1
MARTIN2024100427,0.23,2
MARTIN20242165,0.0,1
MARTIN2025,0.0,1
MARTIN2025101153,0.0,1
MARTIN2025101529,0.0,1
MARTIN2025102723,0.0,1
MARTINEZMARROQUIN2025353,0.0,1
MARTINEZMORENO2024100296,0.0,1
MARTINEZPANDIANI2025100317,0.0,1
MARTINMONJE2024,0.0,1
MARTINOCINNERA202595,0.0,1
MARTINS2024105640,0.0,1
MARTYDILOY2024103875,0.0,1
MARULANDADIAZ2025112767,0.0,1
MARULLI20245273,0.0,1
MARZALGARCIAQUISMONDO2024102917,0.0,1
MARZI2025103254,0.0,1
MARZI2025103317,1.0657,51
MARZOUK2025118228,0.9686,51
MASANNECK2024,0.0,1
MASELLI2025103420,0.0,1
MASENGO2025110154,0.0,1
MASROURI2024100492,0.215,2
MASROURI2024102230,0.2967,3
MASROURI2025102428,0.0,1
MASSARO2025100841,0.0,1
MASSEY2025126575,0.0,1
MASUDA2023677,0.0,1
MATHIS2024108356,0.8275,12
MATIAS2025106149,0.0,1
MATIC2025179586,0.0,1
MATLI2025718,0.0,1
MATOS2025100571,0.0,1
MATSUBARA2024116194,0.2,2
MATSUBARA2024161650,1.8126,236
MATSUBARA2024357,2.1397,237
MATSUBARA2025113937,0.0,1
MATSUBARA2025114373,0.3333,3
MATSUBARA2025114709,0.4575,4
MATSUBARA2025172,0.9736,55
MATSUBARA2025197,0.0,1
MATSUBARA2025287,1.0202,56
MATSUNAGA2025104568,0.0,1
MATTHEWS2025100131,0.0,1
MATTINGLY2025101867,0.0,1
MAUGERI2024,0.0,1
MAURO20244134,1.9625,244
MAUTHNER2025112405,0.0,1
MAY2024155,1.2146,319
MAY2024302,1.4195,320
MAYER2025108527,0.0,1
MAYOL2024S3,0.0,1
MAYOL2025109496,1.1,50
MAZIRIRI2024100051,0.0,1
MAZURUSE2025100346,0.0,1
MCART2025184,1.0905,22
MCCAULEY2025145176,0.0,1
MCCLURE2024,0.0,1
MCDONALD2025100121,0.9514,50
MCKENZIE20252175,0.0,1
MCKINNEY2024e30106,0.0,1
MDUNYELWA2025115042,0.0,1
MEAFA20252166,0.0,1
MEARS2025417,0.0,1
MECZNER2024,0.0,1
MEDINAMURILLO2025309,1.0082,11
MEDLIN2025121068,0.0,1
MEER2024,0.0,1
MEHRVARZ2025100459,0.0,1
MEHTA2024100186,0.0,1
MEI2025100140,0.0,1
MEIERDIEDRICH2025,0.0,1
MEJIABAUTISTA2024107639,0.0,1
MEJIASALGADO2025102509,0.0,1
MEKHEIMER2025101325,0.0,1
MELO2025322,0.0,1
MENDES2025338,0.0,1
MENDESMONTEIRO2025284,0.0,1
MENDONCADEMOURA2024109332,0.701,10
MENEZES2025102377,0.0,1
MENG2025,0.25,2
MENG2025103461,0.0,1
MENG2025104166,0.0,1
MENG2025109974,0.0,1
MENG2025119338,0.0,1
MENG202532,0.0,1
MENG2025933,0.0,1
MENG2026104496,0.0,1
MENG2026112630,0.0,1
MENGA2024103049,0.235,2
MENI2024121239,1.8779,58
MENIADO2024100313,0.0,1
MENON2025101958,0.0,1
MERINO2025,0.0,1
MERONOPENUELA2025100847,0.0,1
MERTENS2025100794,0.0,1
MESARITAKIS2024104694,2.384,247
MESKO2023,0.185,2
MESKO2025,0.0,1
MESQUITAGUIMARAES2025100937,0.0,1
MESSER2024100056,0.0,1
MESSER2025100108,0.0,1
MESSNER2025101622,0.0,1
METZGER2025103313,0.0,1
MEYER2025100225,0.8483,6
MEYERHOFF2024122,0.0,1
MEZATORRES2023,0.0,1
MGADZAH2025,0.0,1
MICHEL2025101185,0.0,1
MIENYE2025181,0.0,1
MIERES2024589,0.0,1
MIGLIORINI2024105985,0.0,1
MIJAILOVIC2024101801,0.0,1
MILES2024S478,1.1984,288
MILLAT2025,0.0,1
MILLEN2025,0.0,1
MILLER20251319,1.0159,54
MILLS2025103304,0.0,1
MIMOUNICHAABANE2025104413,0.0,1
MING2025109685,0.0,1
MIRALLESMUNOZ202487,0.0,1
MIRANDAMENDOZA2025501943,0.0,1
MIRAPALOMINO2025100485,0.0,1
MIRINDI2025100275,0.0,1
MIRONE2024108754,0.0,1
MIRTAHERI2025114406,0.0,1
MISHRA202589,0.0,1
MISIEJUK2024100216,0.0,1
MITEV2024100978,0.0,1
MIZUMOTO2025100210,0.0,1
MO2025101499,0.0,1
MOBARAK2023100523,0.0,1
MODEEL2025,0.0,1
MODGIL2025103124,0.0,1
MOENS2025113559,0.0,1
MOGHADDAS2025111965,0.0,1
MOHAMED2024e734,0.0,1
MOHAMMAD2025,0.0,1
MOHAMMADI2025118632,0.0,1
MOHAMMADIAN2024463,0.0,1
MOHAPATRA2024S-890,0.0,1
MOHAWESH2025100580,0.0,1
MOHNKERN2025100167,0.0,1
MOLINA2024322,0.0,1
MOLINAPINEDA2024,0.0,1
MOMIN2025105738,0.0,1
MONDILLO2025114641,0.0,1
MONDOH2025100187,0.0,1
MONT20242881,1.4304,327
MONTAG2024103855,0.0,1
MONTAG2025108705,0.0,1
MONZON2025,0.0,1
MOON2025100207,0.0,1
MOON2025101004,0.0,1
MOORHOUSE2023100151,0.25,3
MOORHOUSE2024103290,0.235,2
MOORHOUSE2024103399,1.2807,201
MOORHOUSE2025103779,0.0,1
MORA202347,0.0,1
MORADI20251681,0.0,1
MORAVEC2025100691,0.0,1
MOREAU2023104942,0.0,1
MORIOKA2025762,0.0,1
MOROSKY20254,0.0,1
MORTATI2025101327,0.0,1
MORTLOCK2024100481,1.8201,115
MOSES2025103171,1.032,10
MOSLEH2024e31952,0.0,1
MOSLEHPOUR2024,0.0,1
MOTOKI2025105600,0.0,1
MOTOKI2025106904,0.0,1
MOULAEI2024105474,1.0405,42
MOURA2025,0.0,1
MOUSAVI2025125296,0.0,1
MOUSSA2025202990,0.0,1
MOYLAN2025104851,0.0,1
MUKHERJEE2025104402,0.0,1
MUKHERJEE2026104506,0.0,1
MUKHUTY202537,0.0,1
MUKUKA2024110307,0.0,1
MULLA2023914,0.0,1
MUMUNI2025113,0.0,1
MUN2025106719,0.0,1
MUNARRIZ2025101277,0.0,1
MUNIR2025102370,0.0,1
MUNIR2025102439,0.2,2
MUNOZIZQUIERDO2024e30971,0.0,1
MUNUSAMY2025102486,0.0,1
MUNUZURI202264,0.0,1
MURALIDHARAN202417,0.0,1
MURRAY2025,0.0,1
MUSARAT2024102057,0.0,1
MUTAVHATSINDI2024106173,0.0,1
MUTIN2025,0.0,1
MUZANENHAMO2024102735,0.0,1
MYLREA2025315,0.0,1
NA2025103614,1.0233,54
NABILA2025100501,0.0,1
NACLERIO20241493,2.0481,241
NADEEM2025,0.0,1
NAGGE2025101494,0.0,1
NAGHDY2025102445,0.0,1
NAHEED20251492,0.0,1
NAIMI20241346,0.0,1
NAJA2024988,0.3967,3
NAJAFABADI2025,0.0,1
NAKAMURA202599,0.0,1
NAKASHIMA2025101528,0.0,1
NAKHAEI2024175790,0.0,1
NAKIKJ2025,0.0,1
NAMOUN2024671,0.0,1
NARAYAN2024,0.0,1
NARINS2024100760,0.0,1
NAVARRORODRIGO2025,0.0,1
NAYYAR20251,0.0,1
NAYYAR2025161,0.0,1
NAYYAR2025241,0.225,2
NAYYAR2025309,0.3575,4
NAZAR2025,0.0,1
NEGRI2024258,0.0,1
NEGRON2025194,0.0,1
NEMETH2025,0.0,1
NEMETH2025101751,0.0,1
NEMS2025e01348,0.0,1
NENSA2025100001,0.0,1
NESTEL2025109035,0.0,1
NEUDERT2024100092,0.0,1
NEVIERE2024S474,1.2914,338
NEVO2025106466,0.0,1
NEWSTEAD2023100998,0.0,1
NG20241113,0.0,1
NG2025100373,0.0,1
NG2025101222,0.672,5
NGU2025105421,0.0,1
NGUYEN2024,0.0,1
NGUYEN2024100899,0.225,2
NGUYEN2024112059,0.0,1
NGUYEN2025105463,0.0,1
NGUYEN2025172,0.24,2
NGUYEN2025491,0.2867,3
NI2025126420,0.0,1
NICKE2025108402,0.0,1
NICKEL2025108677,0.0,1
NICOSON2024103727,0.0,1
NIE2024100172,0.0,1
NIE2025107036,0.0,1
NIEDBAL20233059,0.0,1
NIELSEN2025,0.0,1
NIGRO20252390,0.0,1
NIKOLAKIS20252693,0.0,1
NIKOLOPOULOS2024104690,1.3473,339
NIKOLOPOULOS2024104693,1.1531,353
NILASHI2024e38563,0.0,1
NING2024e848,1.2473,315
NING2025128397,0.0,1
NISBET2025281,0.632,5
NISHAANT2025142221,0.0,1
NISHISAKO2025,0.0,1
NIU2025128368,0.0,1
NIU2025278,0.0,1
NIU2026103615,0.0,1
NJOR2025101688,0.0,1
NJUGUNA2026103080,0.0,1
NNADILI20243037,0.0,1
NOCHETE2024106935,0.0,1
NODA2025,0.0,1
NOFAL2025100347,0.0,1
NOGUER2024127,0.0,1
NOH20246622,0.0,1
NOLINLAPALME20241774,1.5588,51
NORDLINGER2024536,0.0,1
NORIZUKI2025107235,0.0,1
NOWROOZI2025103118,0.0,1
NTOUMANIS2025102879,0.0,1
NUNES2025102940,0.0,1
NUNES2025106057,0.0,1
NYASULU2024109867,0.0,1
OBARA2025606,0.0,1
OBEN2025790,1.1284,50
OBENGGYASI20241398,0.0,1
OBREJA2025100576,0.0,1
OBSE2025117659,0.0,1
OCCHIPINTI2024109645,0.0,1
OCHIENG2024102710,0.4633,3
OCKEY2025,0.0,1
OCONNELL2025104736,0.0,1
OCONNOR2024103825,1.3382,220
OCONNOR2025108701,0.0,1
ODONNELL2024107,0.0,1
ODRI2023103706,0.0,1
ODU2025112353,0.0,1
OEDING2025588,1.474,57
OERTEL2025107737,0.0,1
OGRADY2024S450,1.0961,355
OGRADY2025,0.0,1
OH20241,0.0,1
OH2025,0.0,1
OJLERT2024S859,1.4393,361
OKICK2025124339,0.0,1
OLADIPO2025101894,0.0,1
OLAF2025100115,1.1387,53
OLCHAWA2024100225,0.0,1
OLIVEIRA2025527,0.0,1
OLLERENSHAW2024100610,0.0,1
OMALLEY2024,0.0,1
OMAR2024e595,1.9878,273
ONG2024e428,1.5533,328
ONSTWEDDER2024,0.0,1
ORGERON2025,0.0,1
ORJALA2025100747,0.0,1
ORRU2025102086,0.0,1
ORTALDA2025106182,0.0,1
ORTEGAQUINTANILLA2025169439,0.0,1
ORTIZGUTIERREZ2025105882,0.0,1
OSADCHAYA2024571,0.0,1
OSCARSSON2025,0.0,1
OSLUND20241473,2.8723,248
OSTICK2025e1296,0.594,5
OTTERBACHER2023100796,1.3658,199
OTTO2025105444,0.0,1
OU2024101156,0.0,1
OWENS2025,0.0,1
OZCAN2025111,0.0,1
OZCAN2025137,0.195,2
OZMEN2025102385,0.0,1
OZMEN2025105215,0.0,1
PAAUWE2025101076,0.0,1
PAHUJA20253731,0.0,1
PAL202567,0.0,1
PALLOTTINO2025109919,0.0,1
PALMER20242576,0.0,1
PALMER20245,0.3333,3
PALMER20247,0.325,4
PALMERI2025S126,0.4786,7
PALSA2025100384,0.0,1
PALUCH2024101058,0.25,2
PAMUNGKAS20241026,0.0,1
PAN2024128592,0.0,1
PAN2025100162,0.0,1
PAN2025100991,0.0,1
PANAGIOTOU2025106287,0.0,1
PANAGOULIAS2025105898,0.0,1
PANCER2025107723,0.0,1
PANDA2024105263,0.0,1
PANDA2025106112,0.0,1
PANDAYSHUKLA2025105088,0.0,1
PANDYA20241017,2.1593,55
PANGARSO20269,0.0,1
PANNEERSELVAM2025,0.0,1
PANTANOWITZ2024100609,0.17,2
PANTANOWITZ2025100680,0.0,1
PANTPAI2025e522,0.0,1
PARAMASIVAM2025101865,0.0,1
PARASAR2024105351,0.0,1
PARASCOS2024111996,0.0,1
PARISE2025108523,0.0,1
PARK2024102941,0.0,1
PARK20242355,1.4182,289
PARK2025101119,0.0,1
PARK2025104199,0.0,1
PARK2025111052,0.0,1
PARK2025190,0.696,5
PARKS2025,0.0,1
PARMANTO2024,0.0,1
PART2025e41190,0.0,1
PARVIZ2025,0.0,1
PASEIRO2025101498,0.0,1
PATAC2025101301,0.0,1
PATEL2024105791,0.7747,17
PATEL2025100414,0.0,1
PATEL2025102296,0.0,1
PATEL2025104237,0.0,1
PATEL2025104642,0.0,1
PATEL20252265,0.0,1
PATNAIK2024169,0.0,1
PATWARDHAN2025,0.0,1
PAUWELS2025115112,0.0,1
PAVLOVA2024117327,0.0,1
PECORARI2023101067,0.0,1
PEDOTA2025103323,0.0,1
PELLEGRINO20241,1.3692,62
PELLEGRINO2025S126,0.9416,61
PEMMADA2024106397,0.0,1
PENDERGRAST2024,0.0,1
PENG20231125,0.0,1
PENG20243259,0.235,2
PENG2024841,0.0,1
PENG2025,0.0,1
PENG2025104303,0.0,1
PENG2025105536,0.0,1
PENG2025113554,0.0,1
PENG2025113858,0.0,1
PENG2026105468,0.0,1
PENG2026112404,0.0,1
PERES2023269,0.648,5
PEREZ2025100063,0.0,1
PEREZGARCIA2025,0.0,1
PEREZGUERRERO2025579,0.0,1
PEREZPAREDES2025,0.0,1
PEREZSOLER2026112600,0.0,1
PERIARD2024112342,0.0,1
PERRY2024102947,0.0,1
PETROVIC2025,0.0,1
PETTOELLOMANTOVANI2025100285,0.0,1
PEZZULO202497,0.0,1
PFIFFNER20242190,1.4283,53
PFLEDERER2025e772,1.1606,36
PHAKITI2024,0.0,1
PHAM2025117932,0.0,1
PHAM2025150832,0.0,1
PIAO2025,0.0,1
PICCAROZZI20241839,0.0,1
PICH2025100713,0.0,1
PICH2025107783,0.0,1
PICKEL2025659,0.0,1
PICON2024100019,0.0,1
PIERCE2024S444,1.2086,345
PILGRAM2025,0.0,1
PILGRAM2025101320,0.2,2
PILLAI2023100213,0.0,1
PILLAY2024139,1.5387,216
PILLAY2025184,0.8942,12
PINO2025127725,0.0,1
PINO2025685,0.0,1
PINSORN2023112533,0.13,2
PINSORN2024112776,0.0,1
PINTO2024102920,0.0,1
PIR2025188,0.0,1
PIVETEAU2025666,0.0,1
PLATZ20241342,1.4127,358
PLATZ2025,1.0933,51
POIRRIER2023S398,1.1408,529
POLAKOVA20242332,0.0,1
POLAND20234065,1.4711,423
PONDE2024110184,0.0,1
POOLSIN2025100894,0.0,1
PORTNOY20232067,1.3514,530
PORTUGUEZCASTRO2025101223,0.0,1
POTGIETER2024e29133,0.0,1
POTTHOFF2024194,0.0,1
POURBEHZADI2024114308,0.0,1
POUYPOUDAT2025104683,0.0,1
POWELL2025,0.6325,8
POWLES20251212,0.0,1
POZDNIAKOV2024100289,0.0,1
PRADO2025102,0.0,1
PRAHANI2024101495,0.0,1
PRAMUDYO2024212586,0.0,1
PRASAD2025534,0.0,1
PRAZERES2025,0.0,1
PREECE2024100115,0.0,1
PREIKSAITIS2023,0.0,1
PRENTICE2024111326,0.0,1
PRESCOTT2024,1.8658,115
PRETORIUS2025101038,0.0,1
PREUSS2023100889,0.0,1
PRICE2025100417,0.0,1
PRILOP2025100471,0.0,1
PRIMOR2025102015,0.0,1
PRINZ2025105515,0.0,1
PRISTERA2025207,0.0,1
PRIY2025103909,0.0,1
PROCOP2024100116,0.0,1
PROSCHAK2019420,0.0,1
PRUDIC2023101081,0.0,1
PRUSTY2024111714,0.0,1
PUGLIESE2025667,0.9268,62
PULIDO2025104000,0.0,1
PUSEY2024102888,0.0,1
PYM2024,0.0,1
PYRKOV2023103675,0.0,1
QAZI2024e32638,0.0,1
QI2023119492,0.0,1
QI2024101472,0.0,1
QI2024107670,1.3615,200
QI2025,0.0,1
QI2026103178,0.0,1
QIAN2024100040,0.37,3
QIAN2024165,0.0,1
QIAN2026105448,0.0,1
QIN2024109996,0.23,2
QIN2025101145,0.0,1
QIN2025103769,0.0,1
QIN2025104680,0.0,1
QIN2025107883,0.0,1
QIN202560,0.0,1
QING2025100620,0.0,1
QIU2023137496,0.0,1
QIU2025,0.18,2
QIU2025102548,0.0,1
QIU2025108897,0.135,2
QIU2025456,0.0,1
QORICH2025128405,0.0,1
QU2025103949,0.0,1
QU2025113271,0.0,1
QU2026128957,0.0,1
QUAH2024881,0.25,2
QUESADA2025115169,0.0,1
QUIGLEY2025,0.0,1
QUINN20252002,1.0941,51
QUINTANILLA2025801,1.1449,63
QUITIANARDILA2024212570,0.0,1
QUTISHAT2025e1315,0.0,1
QUTTAINAH2024,0.0,1
RABELLOMESTRE2025101775,0.0,1
RACHANAHARISH2025103366,0.0,1
RACHANAHARISH2025104269,0.0,1
RACINE20241207,0.0,1
RADAIDEH2025101287,0.0,1
RADHAKRISHNAN2026103532,0.0,1
RADO2025,0.0,1
RADTKE2025100350,0.0,1
RAFFLOER2025100168,0.0,1
RAHARJA2025102280,0.0,1
RAHIM2025101206,0.0,1
RAHIMI2024103261,0.0,1
RAHJOO2023109389,0.0,1
RAHMAN20243,0.0,1
RAHMANIMOKARRARI2025115585,0.0,1
RAJ2023128333,0.0,1
RAJ2025104943,0.0,1
RAJAN2025,0.0,1
RAJAN2025317,0.0,1
RAJARAM2024629,0.0,1
RAJENDRAN2025,0.0,1
RAMAKRISHNAN2025105,0.0,1
RAMAN2024e24727,0.0,1
RAMAN2024e27026,0.0,1
RAMKUMAR2025276,1.505,54
RAMMO20241104,0.0,1
RAMOS2024113475,0.0,1
RAMOS20241364,0.0,1
RANA2023A4,0.0,1
RANA2024103064,0.0,1
RANA2024117550,0.0,1
RANAIVOSON2025111860,0.0,1
RANJAN2024101461,0.0,1
RANU2025107265,0.0,1
RAO20241913,2.1018,212
RAPP2025103375,0.0,1
RASCHE2025100196,0.0,1
RASHID2025,0.0,1
RASHID2025S268,0.9879,67
RASHIDI2025100663,0.0,1
RASHIDI2025100687,0.235,2
RASHIDI2025100688,0.2233,3
RATHEE2025265,0.0,1
RATTEN2023100857,0.0,1
RAUSCH202513,0.0,1
RAVENSBERGEN2025103718,0.0,1
RAWLINSON2025,0.6186,7
RAY20231457,1.193,540
RAY2024103929,1.2761,201
RAY2024127,1.2708,202
RAY2024174,0.0,1
RAY2024264,1.4543,232
RAY2025110422,1.0719,16
RAY202548,0.0,1
RAZ2024101598,0.0,1
RAZIYASHAHEEN2026217095,0.0,1
REASON2025,0.0,1
REDDY202569,0.0,1
REED2024,0.0,1
REED2025103448,0.0,1
REFOUA2025100702,0.0,1
REGKOUZAS2025100220,0.0,1
REGLI2025101163,0.0,1
REHMAN2025100588,0.0,1
REID2024103935,0.0,1
REID2025456,0.0,1
REINA20252096,0.0,1
REINDERS2024,0.0,1
REINERS2024101444,0.0,1
REINHARDT2025108718,0.0,1
REIS2025114781,0.245,2
REN2024100073,0.0,1
REN2024109400,0.0,1
REN2025,0.27,3
REN2025104305,0.0,1
RENAUD2024103877,0.0,1
RENSHAW2024100154,0.0,1
RESELFOLKERSMA2025S1749,1.0171,73
REWTHAMRONGSRIS2025100848,0.0,1
REZAI2024100510,0.0,1
RHEE2025382,0.0,1
RHO2025105413,0.0,1
RIANTO2025104427,0.0,1
RICHARDE2025102955,0.0,1
RICHARDS2025,0.0,1
RICHARDS2025S-863,1.5537,52
RICHTER2023385,1.1981,529
RICHTER2025100255,0.0,1
RIDER202581,0.0,1
RIGAS2025S-318,0.0,1
RIKHARI2025420,0.0,1
RIOSDORIA2024S45,1.4161,287
RIQUELMEGARCIA20252155,0.0,1
RISPANDI2025100513,0.0,1
RITCHIE2024S185,1.2105,60
RITZ2025109076,0.25,2
RITZMANN2025112546,0.0,1
RIZOS2025101969,0.0,1
ROBBEMOND2025,0.0,1
ROBBIN20251,0.0,1
ROBERTS2024103081,0.0,1
ROBINSON2025212,0.635,6
ROBINSON2025390,1.0392,78
ROBLES2025100685,0.0,1
RODGER2025104461,0.0,1
RODLER20241496,0.959,392
RODLER2024S947,1.062,399
RODMAN2025689,0.9222,96
RODRIGUEZ2024,0.0,1
RODRIGUEZ2025102749,0.0,1
RODRIGUEZGARCIA2025,0.0,1
RODRIGUEZLARGO20251,0.0,1
RODRIGUEZMENDEZ2023100179,0.0,1
RODRIGUEZMORALES2025101583,0.0,1
RODRIGUEZMORALES2025106544,1.4907,55
RODRIGUEZPALMA2024176616,0.0,1
RODRIGUEZSANCHEZ2025103036,0.0,1
ROGGE2025,0.0,1
ROGGERO2025102231,0.0,1
ROJAS2024,0.0,1
ROKY202589,0.0,1
ROLLS2024e31965,0.0,1
ROMIGI2025102161,0.0,1
ROMITO2024106977,0.0,1
ROMO2025,0.0,1
RONKSLEYPAVIA2025100437,0.0,1
ROOK2025112066,0.0,1
ROSATI2024102848,0.0,1
ROSATI2025106207,0.0,1
ROSCOE2023103059,0.0,1
ROSEN2025667,0.0,1
ROSENBERGER2025127043,0.0,1
ROSENMEIER2025,0.0,1
ROSHANI2025,0.0,1
ROSITI2025502257,0.25,2
ROSSI2024102749,0.0,1
ROSSI2025S249,1.3611,85
ROTHCHILD2025100260,0.0,1
ROUNTREE2025,0.0,1
ROUSMANIERE2025,1.6757,53
ROY2024105282,0.0,1
RUBERTI2025863,0.0,1
RUIZ2025104293,0.245,2
RUIZ2025206,1.1811,97
RUIZ202542,1.2202,98
RUKADIKAR202427,0.0,1
RUSCHEMEIER2024101953,0.0,1
RUSSELL2025102483,0.0,1
RUSSO2024112115,1.3,223
RUSSO20251671,0.0,1
RUSSO202568,0.0,1
RYAN2024100536,0.0,1
RYAN2026109356,0.0,1
RYTER2025102461,0.0,1
SAAVEDRAALAMILLAS2025623,0.0,1
SABBAGHZIARANI2024131,0.0,1
SABELLE2025104313,0.0,1
SABOURI2024102670,0.0,1
SACHDEVA2024S445,1.2486,400
SACHER2024,0.0,1
SADI2024102428,0.0,1
SADIA2025104071,0.0,1
SAEKI2024102049,0.0,1
SAENKHUM2023101066,1.1769,543
SAETRA2023102372,0.0,1
SAFADI2025,0.0,1
SAFARI2025101214,0.0,1
SAFARI2026103086,0.0,1
SAFDAR2024100563,0.0,1
SAGLAM2025104530,0.0,1
SAGLIK2024101700,0.0,1
SAHASHI2025458,0.0,1
SAHEB2024100146,0.0,1
SAHRAOUI2025111054,0.0,1
SAHUT2024114572,0.24,2
SAHUT2025108684,0.0,1
SAIZMANZANARES2025101938,0.0,1
SAJJADIMOHAMMADABADI2024267,0.0,1
SAKAOKA2025102381,0.0,1
SAKURAYA2024103947,0.696,5
SALAH2024101872,0.23,2
SALAH2025100899,0.0,1
SALAH2025101698,0.0,1
SALARI2025100652,0.0,1
SALDANHADAGAMA2024,0.0,1
SALEH2025113723,0.0,1
SALEM2024297,0.0,1
SALIHOGLU20241376,0.0,1
SALINAS2024113714,0.0,1
SALMAN2024S776,1.1648,401
SALMAN2025114714,0.0,1
SALONEN202412,0.0,1
SALUJA2025101101,0.0,1
SANAPO2025100076,0.0,1
SANCHEZ2024631,0.0,1
SANCHEZMEDINA2025117,0.0,1
SANCHEZQUINONES2024,0.0,1
SANCHEZROJAS2025101572,0.0,1
SANDOR2025102518,0.0,1
SANDRE2024108740,0.0,1
SANDRINI2023111317,0.0,1
SANTAMARIA2024,0.0,1
SANTAMARIA2025,0.0,1
SANTOLLA20252915,0.0,1
SANTOS2025119215,0.0,1
SANTOS2025600,0.0,1
SANTOSGARCIA2025112217,0.0,1
SAPKOTA2024100614,0.0,1
SAPUTRA2025104605,0.0,1
SAQIB20241430,0.0,1
SARKER2023100740,0.0,1
SARKER2025123956,0.0,1
SAROSSY2025,0.9945,11
SARRAF2024109064,0.0,1
SARRAF2024114132,0.0,1
SASIWAT2024100532,0.0,1
SATALKAR20242790,0.0,1
SATO2025,0.0,1
SATTELMAIER2025101838,0.0,1
SATURNO2023248,0.0,1
SAURA2024100597,0.0,1
SAVASTANO2025101374,0.0,1
SAXENA2025,0.0,1
SAXENA2025532,0.0,1
SAYYADABDI2025703,0.0,1
SAZHIN2024108857,0.0,1
SCANLON2023301609,0.0,1
SCHAAFF2025,0.0,1
SCHABL2024101589,0.25,2
SCHAYE2025,0.0,1
SCHEIBEIN2023,0.0,1
SCHERBAKOV2025,0.0,1
SCHERR2025,0.0,1
SCHIFANO2025107591,0.0,1
SCHILKE2025104405,0.0,1
SCHILLER2023e253,1.8067,200
SCHLOSSER2025102338,0.0,1
SCHMID20251082,0.0,1
SCHMIDT2025103117,0.0,1
SCHMIEDING2025,0.0,1
SCHMITT2024389,0.0,1
SCHNEPPER2025,0.0,1
SCHOLZ2025,0.0,1
SCHOSER2024101085,0.0,1
SCHOYER2023e127,1.3579,529
SCHREIBER2025S-863,0.621,10
SCHRODTER2024112662,0.0,1
SCHULE2025111835,0.71,10
SCHULTZ2025104449,0.0,1
SCHULZ2023108690,0.0,1
SCHULZ2025102900,0.0,1
SCHULZEBALHORN2025109121,0.0,1
SCHUMANN2025108646,0.0,1
SCHWEIGER2024635,0.0,1
SCHWITTER2025101069,0.0,1
SCIARRA2025e951,0.235,2
SCOTT2024158,0.0,1
SCOTT2024S253,1.7738,374
SCOTT2025100558,0.0,1
SEE2025111919,0.0,1
SEICA2025587,0.0,1
SEKHAR2024,0.0,1
SEKHON2024648,0.0,1
SELCUK2025106136,0.0,1
SELVARAJ2026109362,0.0,1
SENDINO2025101091,0.0,1
SENGUL2025104516,0.0,1
SENGUL2025104696,0.0,1
SEO2025,0.0,1
SEO2025105182,0.0,1
SEONG20251549,0.0,1
SERRANO2025100442,0.0,1
SERRASIMON2025103033,0.0,1
SETH2025107155,0.0,1
SETOLA2023100629,0.977,10
SEXTON2024606,1.3338,412
SEYFI2025101364,0.0,1
SEYFI2025104105,0.235,2
SFEIR202570,0.0,1
SHA2025,0.0,1
SHAFIEE20251,0.0,1
SHAFQAT2024928,0.0,1
SHAH2025205,0.0,1
SHAHID2025176,0.0,1
SHAHIN2024102462,0.0,1
SHAHRESTANI2024e560,0.0,1
SHAHRIAR2025101787,0.0,1
SHAHVERDI20233724,0.0,1
SHAIKAT2025,0.0,1
SHAIKH2025104005,0.0,1
SHAN2025103655,0.0,1
SHAN2025123360,0.0,1
SHANG2026104373,0.0,1
SHAO2025113309,0.0,1
SHAO2025123444,0.0,1
SHAPIRO2024492,1.3331,394
SHARIF2025S12,0.0,1
SHARKEY2025,0.0,1
SHARMA2024100365,0.0,1
SHARMA2024102500,0.0,1
SHARMA2025101249,0.0,1
SHARMA2025102347,0.0,1
SHARMA2025103018,0.0,1
SHARMA20251080,0.24,2
SHARMA20254136,0.0,1
SHARMASHARMA2023150,0.0,1
SHARP2025,0.0,1
SHASHUASHIRLI2025e73,0.0,1
SHASTRI20247668,1.3291,393
SHAU2023,0.0,1
SHAUNNMATTINGLY2025,0.0,1
SHAW2025102495,0.46,3
SHAW20251250,0.0,1
SHAYEGAN2025100722,0.0,1
SHEAN2025100844,0.0,1
SHEEHAN2024100874,1.7117,327
SHEHATA202411,0.0,1
SHEHAWY2025104062,0.0,1
SHEN2024,0.0,1
SHEN2024100136,0.0,1
SHEN2024108429,0.0,1
SHEN2024212902,0.0,1
SHEN2025102168,0.0,1
SHEN2025118374,0.0,1
SHEN2025137905,0.0,1
SHENG2024123550,0.0,1
SHENOY2025116540,1.4262,55
SHI2024127520,0.0,1
SHI2024e34391,0.0,1
SHI2025101871,0.0,1
SHI2025124328,0.0,1
SHI2025337,0.0,1
SHI2025361,0.0,1
